monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,age,missing_parking,f_minimart,f_gymnasium,f_security,f_playground,f_swimming_pool,f_parking,f_lift,f_barbeque_area,f_multipurpose_hall,f_jogging_track,f_squash_court,f_sauna,f_club_house,f_tennis_court,missing_facilities,a_air_cond,a_cooking_allowed,a_washing_machine,a_near_ktm_lrt,a_internet,missing_amenities
1300,1300.0,1600.0,3,1,2,900,2,0,12,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2000,1300.0,1600.0,3,3,2,1010,2,0,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1300,1200.0,1600.0,3,2,2,1288,1,0,9,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
1300,1500.0,1600.0,3,1,2,1008,0,0,18,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1700,1200.0,1650.0,2,2,1,628,2,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1900,1500.0,1600.0,2,2,2,883,1,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1300,1300.0,1600.0,3,1,2,1000,1,0,25,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
1250,1200.0,1650.0,1,1,1,518,2,0,5,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0
2800,1550.0,1650.0,2,2,2,900,1,0,2,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1250,1500.0,1650.0,1,1,1,486,2,0,9,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0
1600,1300.0,1650.0,3,2,2,1114,2,0,6,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
1050,1500.0,1250.0,2,1,1,900,0,0,16,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0
950,1550.0,1200.0,1,1,1,460,2,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1500,1300.0,1250.0,3,1,2,1068,2,0,17,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
1500,1600.0,1650.0,2,2,1,637,2,0,6,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1250,1300.0,1600.0,3,1,2,850,1,0,11,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1500,1500.0,1250.0,3,1,2,950,1,0,9,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0
1300,1350.0,1650.0,2,1,1,626,2,0,7,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1100,1400.0,1650.0,1,1,1,450,2,0,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
1700,1675.0,1600.0,3,2,2,690,2,0,5,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0
2000,1600.0,1650.0,3,2,2,1057,2,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
1700,1675.0,1650.0,4,2,2,1200,2,0,5,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0
1300,1500.0,1650.0,1,1,1,486,2,0,9,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1300,1300.0,1600.0,2,1,2,795,1,0,10,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
2000,1675.0,1650.0,4,2,2,1200,2,0,5,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0
2600,1500.0,1650.0,2,1,2,1109,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0
1500,1500.0,1650.0,2,1,2,759,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1500,1200.0,1650.0,3,2,2,1055,1,0,7,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
1500,1600.0,1650.0,3,2,2,890,1,0,6,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
1700,1600.0,1650.0,3,1,2,890,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500,900.0,1650.0,2,1,2,650,2,0,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0
3600,1550.0,1650.0,2,2,2,915,2,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
882,1300.0,1600.0,3,2,2,1015,1,0,3,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
881,1300.0,1600.0,3,2,2,1015,1,0,3,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
1500,1475.0,1650.0,2,1,1,615,2,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1600,1400.0,1600.0,3,1,2,818,2,0,4,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1000,1300.0,1650.0,3,1,2,728,0,0,13,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,1400.0,1650.0,1,1,1,650,1,0,8,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
2800,1500.0,1650.0,3,1,2,985,2,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1500,1300.0,1600.0,3,1,2,901,1,0,18,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
900,1400.0,1250.0,3,2,2,1166,1,0,9,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1300,1200.0,1650.0,3,1,2,842,2,0,6,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
1300,900.0,1650.0,2,1,1,478,2,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0
1100,1500.0,1600.0,3,1,2,1181,0,0,33,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
1200,2100.0,1250.0,3,1,2,1150,0,0,18,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1600,900.0,1650.0,2,1,2,678,2,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0
2200,2100.0,1600.0,2,1,2,650,2,0,3,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
1100,1300.0,1600.0,3,2,2,1010,1,0,3,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
750,1200.0,1600.0,2,1,1,590,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
750,1200.0,1600.0,2,1,1,590,1,0,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
1600,1400.0,1650.0,1,1,1,475,2,0,9,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0
1100,1300.0,1600.0,3,2,2,1010,1,0,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
1800,2300.0,1600.0,2,2,2,650,1,0,3,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2500,2300.0,1600.0,3,2,2,810,1,0,3,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
1000,1850.0,1250.0,3,1,2,850,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1600,1300.0,1600.0,2,2,1,650,2,0,4,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
1100,1200.0,1650.0,1,1,1,500,2,0,5,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0
1800,1500.0,1650.0,2,1,2,791,2,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1400,1499.5,1650.0,2,2,2,960,1,0,6,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1500,900.0,1650.0,2,1,2,650,2,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
1800,900.0,1650.0,2,1,1,478,2,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
1100,1200.0,1650.0,3,1,2,842,1,0,6,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1150,1300.0,1650.0,2,2,2,750,2,0,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2000,1300.0,1600.0,3,3,2,1200,2,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
1300,900.0,1650.0,3,2,2,901,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
2600,1500.0,1650.0,3,1,2,985,1,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1750,1300.0,1600.0,4,1,2,1150,2,0,17,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0
1200,1300.0,1650.0,1,1,1,550,2,0,15,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0
1400,1500.0,1600.0,3,1,2,1075,1,0,16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0
900,1400.0,1250.0,3,1,2,820,0,0,20,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,1200.0,1650.0,3,2,2,842,1,0,6,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2600,1500.0,1650.0,3,1,2,985,1,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1050,900.0,1600.0,2,2,1,590,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
700,900.0,1650.0,1,1,1,250,2,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0
1600,1400.0,1650.0,2,2,2,850,1,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
700,900.0,1650.0,1,1,1,250,2,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0
1700,1600.0,1650.0,3,1,2,890,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1100,1200.0,1650.0,3,1,2,842,1,0,6,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
2900,1500.0,1650.0,3,1,2,985,2,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0
2400,1300.0,1600.0,2,1,2,1000,2,0,8,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0
1200,1500.0,1250.0,3,2,2,939,1,0,9,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1100,1300.0,1650.0,3,1,2,750,0,0,13,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1350,1500.0,1250.0,3,1,2,930,2,0,16,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
882,1300.0,1600.0,3,2,2,1015,1,0,3,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
889,1300.0,1600.0,3,2,2,1015,1,0,3,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
1150,1150.0,1650.0,1,1,1,511,1,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
2700,1300.0,1600.0,3,1,2,1010,2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1200,1200.0,1600.0,1,1,1,952,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
1050,900.0,1650.0,2,1,1,560,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2600,1500.0,1650.0,3,1,2,985,1,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
2000,1600.0,1650.0,3,1,2,1057,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000,1200.0,1250.0,2,2,2,1055,2,0,18,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3500,1550.0,1650.0,3,3,2,1205,1,0,2,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
883,1300.0,1600.0,3,2,2,1015,1,0,3,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
1400,1200.0,1600.0,1,1,1,952,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1280,1550.0,1200.0,1,1,1,500,2,0,19,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
1400,1300.0,1600.0,3,1,2,915,1,0,11,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1000,1200.0,1600.0,3,1,2,1000,1,0,5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1600,1500.0,1650.0,2,1,1,450,1,0,10,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1000,1200.0,1650.0,3,1,3,1055,0,0,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
1300,1300.0,1250.0,1,1,1,500,2,0,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1800,1600.0,1650.0,3,1,2,1046,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1499,1400.0,1600.0,3,2,2,880,2,0,4,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
800,900.0,1650.0,1,1,1,539,1,0,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
1600,1200.0,1600.0,3,2,2,860,2,0,4,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0
1000,1500.0,1250.0,1,1,1,600,2,0,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1400,1500.0,1650.0,1,1,1,700,2,0,13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1200,1400.0,1600.0,3,2,2,1538,1,0,24,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1399,1300.0,1600.0,3,2,2,850,2,0,3,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
1999,1300.0,1600.0,3,2,3,1499,1,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1800,1500.0,1650.0,2,1,2,700,2,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2600,1500.0,1650.0,3,1,2,985,1,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1300,1300.0,1600.0,3,1,2,1050,1,0,17,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,1300.0,1600.0,3,1,2,1060,1,0,22,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
1400,1499.5,1150.0,1,1,1,756,1,0,6,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4000,1500.0,1650.0,3,1,2,936,2,0,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0
2800,1500.0,1650.0,2,1,1,624,2,0,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0
1200,1300.0,1650.0,1,1,1,560,2,0,10,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
1700,1550.0,1250.0,2,1,2,861,2,0,7,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1200,1300.0,1600.0,1,1,1,450,2,0,8,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1100,1400.0,1250.0,3,1,2,850,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1850,2000.0,1650.0,2,2,2,771,2,0,9,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1700,900.0,1650.0,2,1,2,700,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0
1000,1850.0,700.0,2,1,2,650,2,0,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
1400,1400.0,1250.0,1,1,1,450,2,0,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0
900,900.0,1650.0,1,1,1,600,1,0,2,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
1600,1200.0,1650.0,2,2,2,859,2,0,7,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1400,1300.0,1600.0,3,1,2,1196,1,0,23,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
1300,1200.0,1600.0,3,2,2,1250,1,0,6,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0
1400,1500.0,1650.0,3,2,3,1162,1,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1800,1500.0,1650.0,3,2,3,1162,2,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1300,1200.0,1600.0,1,1,1,614,2,0,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1400,1400.0,1650.0,2,2,2,850,1,0,3,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1200,1300.0,1600.0,1,1,1,450,2,0,7,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0
1500,1300.0,1650.0,2,2,2,890,1,0,7,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1300,1500.0,1650.0,2,2,2,800,1,0,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2600,1200.0,1600.0,3,2,2,1020,2,0,4,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0
1050,1200.0,1600.0,1,1,1,460,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1050,1200.0,1650.0,1,1,1,363,2,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1300,1200.0,1650.0,1,1,2,750,2,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1000,1200.0,1600.0,1,1,1,421,2,0,14,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
1000,1200.0,1600.0,1,1,1,421,2,0,14,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
1050,1200.0,1600.0,1,1,1,400,2,0,14,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
950,1200.0,1600.0,1,1,1,460,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1300,1200.0,1600.0,1,1,2,900,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1550,1200.0,1600.0,1,1,2,900,1,0,9,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
1200,1200.0,1600.0,1,1,2,900,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1200,1300.0,1600.0,3,1,2,916,2,0,11,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
1200,1200.0,1600.0,3,2,2,1300,1,0,9,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
650,1300.0,1650.0,5,2,2,888,2,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1250,1400.0,1650.0,3,2,2,890,1,0,8,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2000,1850.0,1650.0,2,1,2,855,2,0,6,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
1500,1300.0,1600.0,3,1,2,1020,1,0,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
1050,1500.0,1200.0,1,1,1,485,1,0,9,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
1800,1600.0,1650.0,2,1,2,792,2,0,6,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
2000,1600.0,1650.0,2,1,2,871,2,0,6,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1200,1200.0,1600.0,3,1,2,1008,1,0,9,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1300,1300.0,1600.0,3,2,2,1050,1,0,18,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
700,1200.0,700.0,3,1,2,700,0,0,9,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1700,1500.0,1250.0,2,1,1,750,2,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
700,1200.0,1600.0,3,1,2,750,0,0,9,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1800,1500.0,1600.0,3,1,2,1405,1,0,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,1500.0,1650.0,1,1,1,458,2,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1500,1500.0,1650.0,1,1,1,400,2,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1200,1300.0,1250.0,3,1,2,900,1,0,16,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1
1200,1500.0,1650.0,1,1,1,570,0,0,7,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
950,1300.0,1650.0,1,1,1,500,1,0,6,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0
3000,1500.0,1650.0,2,1,2,858,2,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1200,1500.0,1200.0,1,1,1,485,1,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
750,1200.0,1250.0,3,1,2,750,0,0,9,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1100,1300.0,1650.0,1,1,1,450,2,0,4,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
1500,1300.0,1600.0,3,2,2,1010,1,0,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
1300,1500.0,1250.0,3,1,2,979,1,0,27,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
1500,1500.0,1600.0,3,1,2,936,2,0,19,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
3100,1500.0,1650.0,3,1,2,958,2,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1400,1400.0,1250.0,3,2,2,1247,1,0,9,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1500,1300.0,1650.0,2,2,2,650,2,0,6,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
1100,1300.0,1650.0,1,1,1,650,2,0,10,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0
2100,1325.0,1650.0,4,1,3,1257,2,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1000,1500.0,1200.0,1,1,1,466,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1100,1200.0,1600.0,1,1,2,952,1,0,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1300,1400.0,1650.0,2,1,2,704,0,0,10,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
1199,1300.0,1650.0,4,1,2,700,2,0,9,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
1800,1500.0,1600.0,1,1,1,599,2,0,7,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1
1600,2100.0,1600.0,2,2,2,650,1,0,3,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
1500,1200.0,1600.0,4,1,3,1366,2,0,18,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1050,1400.0,1600.0,3,1,2,1152,1,0,27,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1800,1500.0,1600.0,2,1,2,1100,1,0,8,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
800,1300.0,1600.0,1,1,1,450,1,0,7,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1200,1300.0,1250.0,1,1,1,850,2,0,14,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1500,1550.0,1200.0,1,1,1,488,2,0,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2300,1200.0,1650.0,2,2,2,1217,2,0,8,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1500,1400.0,1600.0,3,2,2,818,2,0,4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1300,1400.0,1600.0,3,2,2,818,1,0,4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
